공고ID,공고제목,회사명,직무카테고리,회사규모,tech_all,게시년월,cluster
310160,백엔드/풀스택 개발자,하이퍼스타(Hyperstar),백엔드,스타트업/중소,"AWS, Git, MySQL, PostgreSQL, Python",2025-10,0
310158,네트워크보안 및 정보보안장비 유지보수 엔지니어,우리엔아이에스,보안,스타트업/중소,,2025-10,8
310155,SAP S/4HANA Public Cloud  구축 프로젝트  매니저(PM),메타넷글로벌,PM_기획,스타트업/중소,,2025-10,3
310153,Backend/DevOps Engineer,모토브,백엔드,스타트업/중소,"AWS, Docker, GCP, Java, Kotlin, PostgreSQL, Python, Redis, Spring",2025-11,0
310150,Security Engineer (클라우드/위협대응),팀블라인드세일즈앤마케팅코리아,DevOps,대기업,"AWS, Python, Terraform",2025-10,8
310148,[인턴] Product Manager (전환형),에이아이씨엑스,데이터,스타트업/중소,"GPT, Jira",2025-10,3
310133,프론트엔드 엔지니어,트렌비,백엔드,스타트업/중소,"Java, JavaScript, React, TypeScript",2025-10,1
310130,풀스택 개발자 (5년 이상),마인드시프트,백엔드,스타트업/중소,"AWS, Go, Java, Kafka, Kotlin, MSA, MySQL, PostgreSQL, React, React Native, Redis, Spring, Spring Boot",2025-10,0
310126,백엔드 개발자 (3년이상),렌탈페이,백엔드,스타트업/중소,"AWS, CI/CD, Git, Java, Jenkins, Linux, MariaDB, MySQL, Nginx, PHP, Python",2025-10,0
310102,백엔드 개발자,에이피알,백엔드,스타트업/중소,"AWS, Docker, Java, Kubernetes, PostgreSQL, RabbitMQ, Redis, Spring, Spring Boot",2025-09,0
310098,개발팀장 (개발팀 리드),코넥시오에이치,백엔드,스타트업/중소,"AWS, Azure, CI/CD, Django, Docker, Flask, GCP, Git, GitHub, GitHub Actions, Go, Java, JavaScript, Jenkins, Kubernetes, MongoDB, MySQL, PostgreSQL, Python, React, Redis, Spring",2025-09,1
310092,HR 담당자,키즈노트,데이터,스타트업/중소,"Go, Python",2025-09,3
310088,기업부설연구소 로봇SW개발,레인보우로보틱스,백엔드,스타트업/중소,CI/CD,2025-09,6
310065,클라우드 엔지니어 (Cloud Engineer),지엔터프라이즈,AI_ML,스타트업/중소,"AWS, CI/CD, GCP, MSA, Terraform",2025-09,2
310057,"Software Engineer, Frontend - 다이나믹 패키지",놀유니버스,백엔드,스타트업/중소,"Java, JavaScript, MSA, React, TypeScript",2025-09,1
310055,프론트엔드 개발,해요코리아,프론트엔드,스타트업/중소,,2025-09,1
310048,"Software Engineer, Backend - 다이나믹 패키지",놀유니버스,백엔드,스타트업/중소,"Java, Kotlin, MSA, REST API, React, Spring",2025-09,3
310045,Security Engineer (5년 이상),비에이치에스엔,AI_ML,스타트업/중소,"AWS, Azure, GCP, Kubernetes",2025-09,8
310026,보안 프로토콜·VPN 솔루션 개발 (팀원),아이씨티케이,DevOps,스타트업/중소,"Docker, Git, GitLab, Linux",2025-09,8
310019,네트워크 보안 솔루션 개발자(팀장급),아이씨티케이,백엔드,스타트업/중소,"CI/CD, Confluence, Git, GitLab, Jenkins, Jira",2025-09,8
310016,보안 프로토콜·VPN 솔루션 개발 (팀장),아이씨티케이,백엔드,스타트업/중소,"CI/CD, Docker, Git, Linux",2025-09,6
310014,보안 암호 개발자,아이씨티케이,보안,스타트업/중소,,2025-09,8
310013,SoC칩 개발자,아이씨티케이,PM_기획,스타트업/중소,,2025-09,6
310005,DevOps Engineer,디렉셔널,백엔드,스타트업/중소,"AWS, Ansible, CI/CD, Git, GitHub, GitLab, Go, Jira, Kafka, Kotlin, Kubernetes, Redis, Spring, Terraform",2025-09,2
310004,더아파트팀 ERP연계파트 시스템개발자,더즌(dozn),백엔드,스타트업/중소,"C#, Java, JavaScript",2026-01,0
309995,[Consumer Commerce] Frontend Engineer,커넥트웨이브,백엔드,스타트업/중소,"Git, GraphQL, Java, JavaScript, REST API, React, TypeScript",2025-09,1
309994,프론트엔드 개발자(4년이상),펀블,백엔드,스타트업/중소,"AWS, React, Vue",2025-08,5
309993,백엔드 개발자(4년이상),펀블,백엔드,스타트업/중소,"AWS, Docker, K8s, Kotlin, Linux, MySQL, PostgreSQL, RabbitMQ, Spring, Spring Boot, gRPC",2025-08,0
309975,iOS Developer,번개장터,프론트엔드,스타트업/중소,"React, Swift",2025-09,5
309970,[버즈베네핏] 백엔드 개발자 (3년 이상),버즈빌(buzzvil),백엔드,스타트업/중소,"AWS, DynamoDB, Go, Golang, Kubernetes, MySQL, Redis",2026-05,0
309963,React 프론트엔드 개발자 (3년 이상),아파트너스,백엔드,스타트업/중소,"Agile, Django, FastAPI, Flask, Go, Java, JavaScript, LLM, Python, React, Scrum, TypeScript",2025-09,1
309947,[Tech] 로보틱스 S/W 엔지니어링(SLAM 개발),우아한형제들(배달의민족),기타,대기업,,2025-09,6
309946,[Tech] 로보틱스 S/W 엔지니어링(Motion Planner 개발),우아한형제들(배달의민족),AI_ML,대기업,"딥러닝, 머신러닝",2025-09,6
309944,[Tech] 로보틱스 S/W 엔지니어링(Controller 개발),우아한형제들(배달의민족),AI_ML,대기업,딥러닝,2025-09,6
309928,Software Security Engineer (Automotive SoC),보스반도체,AI_ML,스타트업/중소,Rust,2025-09,6
309919,Android 개발자(3년~5년),에어키친,백엔드,스타트업/중소,Go,2025-09,5
309918,[전문연구요원 가능] Senior AI Researcher,세이지,데이터,스타트업/중소,"Git, PyTorch, Python, 머신러닝",2025-09,4
309916,iOS 개발자 (3년~5년),에어키친,백엔드,스타트업/중소,,2025-09,5
309913,Backend 개발자 Lead (5년 ~ 7년),에어키친,백엔드,스타트업/중소,"AWS, CI/CD, Django, GCP, Go, Spring",2025-09,0
309903,프론트 엔드 개발자 5년차 이상 (서울 팀장 근무),니더(급구),백엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, React, TypeScript, Vue",2025-09,1
309881,백엔드 엔지니어,한국디지털자산수탁,백엔드,스타트업/중소,"AWS, Docker, Java, JavaScript, Linux, NestJS, Python, Rust, Spring, Spring Boot, TypeScript, Vue",2025-09,0
309878,[티켓베이] 백엔드(풀스택) 개발자 (10년 이상),팀플러스,백엔드,스타트업/중소,"AWS, CI/CD, Git, Kafka, REST API, React, Redis, Spring, Spring Boot",2025-09,0
309869,메일 서비스 개발자(Backend),에이엑스지(axz),백엔드,스타트업/중소,"AWS, CI/CD, Docker, GCP, Go, Java, Kafka, Kotlin, Kubernetes, MongoDB, MySQL, PostgreSQL, REST API, RabbitMQ, Spring",2025-09,0
309863,[Plantit] 프론트엔드 웹 개발자,퀀팃,백엔드,스타트업/중소,"CI/CD, Flutter, React, React Native, TypeScript",2025-09,1
309856,iOS 개발자(3~7년),핑퐁,백엔드,스타트업/중소,"Agile, CI/CD, Scrum, Swift",2025-09,5
309847,인프라/devops,심플랫폼,DevOps,스타트업/중소,"AWS, CI/CD, Docker, Git, GitLab, Go, K8s, Python",2025-09,2
309844,개발리드,에이아이씨엑스,백엔드,스타트업/중소,"AWS, GPT, Git, Jira, Python, React, Spring, Spring Boot",2025-09,3
309832,[인턴] Product Manager (채용 연계형/6개월),에이아이씨엑스,데이터,스타트업/중소,"GPT, Jira",2025-09,3
309823,[AI솔루션팀]LLM 엔지니어(우주/위성 솔루션),텔레픽스,AI_ML,스타트업/중소,"AWS, Azure, Docker, GCP, Kubernetes, LLM, LangChain, MLOps, Python, RAG",2025-09,4
309809,Front-end 개발자,비사이드코리아,프론트엔드,스타트업/중소,"Angular, React, TypeScript, Vue",2025-09,1
309808,Back-end 개발자,비사이드코리아,백엔드,스타트업/중소,"AWS, Azure, GCP, Java, Kotlin, Spring, Spring Boot",2025-09,0
309802,IT Intern,마이리얼트립,기타,스타트업/중소,Go,2025-09,3
309798,프론트엔드 개발자,두비덥,백엔드,스타트업/중소,"LLM, TypeScript",2025-09,1
309796,JAVA 백엔드 엔지니어(5년 이상),다큐브(daquv),백엔드,스타트업/중소,"Git, Java, JavaScript, Kubernetes, React, Spring, TypeScript",2025-09,0
309790,DBA(DB 관리자),한솔피엔에스,DevOps,스타트업/중소,Oracle,2025-09,7
309789,SAP BC Basis,한솔피엔에스,기타,스타트업/중소,"Linux, Oracle",2025-09,2
309782,[미리캔버스] ML Engineer (Search/ML/LLM),미리디,AI_ML,스타트업/중소,"LLM, PyTorch, TensorFlow, 딥러닝, 머신러닝",2025-12,4
309781,Server Engineer : Seller Squad,라포랩스,백엔드,스타트업/중소,"Elasticsearch, Java, Kafka, Kotlin, MySQL, Redis, Spring",2025-09,3
309779,"앱 풀스택 개발자 (10년 이상, AI 역량 필수)",겟앤쇼,백엔드,스타트업/중소,"AWS, Azure, Django, Docker, FastAPI, Flutter, GCP, Git, GitHub, Go, Kubernetes, LLM, LangChain, MongoDB, MySQL, PostgreSQL, Python, RAG, React, React Native, Scrum, TypeScript",2025-09,0
309772,Server Engineer : 10X Squad,라포랩스,백엔드,스타트업/중소,"Elasticsearch, GPT, Java, Kafka, Kotlin, MySQL, Redis, Spring",2025-09,3
309756,정보기술팀 사원,서울국제학교,보안,스타트업/중소,,2025-08,6
309751,"[Tech] Data Engineer (BI, 3년 이상)",위대한상상(요기요),백엔드,스타트업/중소,"Airflow, Pandas, Python",2025-09,7
309745,[일본 커머스 플랫폼 누구(nugu)] 프로덕트기획팀 데이터분석,메디쿼터스,데이터,스타트업/중소,Python,2025-09,7
309740,[일본 커머스 플랫폼 누구(nugu)] FE엔지니어(시니어),메디쿼터스,백엔드,스타트업/중소,"React, TypeScript",2025-09,1
309738,[일본 커머스 플랫폼 누구(nugu)] BE엔지니어,메디쿼터스,백엔드,스타트업/중소,"Agile, Java, Kafka, Kotlin, MSA, RabbitMQ, Scrum, gRPC",2025-09,0
309735,[일본 커머스 플랫폼 누구(nugu)] BE엔지니어(시니어),메디쿼터스,백엔드,스타트업/중소,"Agile, Java, Kafka, Kotlin, MSA, RabbitMQ, Scrum, gRPC",2025-09,0
309732,백엔드 개발자,스마트올리브(올리브식권),백엔드,스타트업/중소,"Java, Jenkins, MySQL, Redis, Spring",2025-10,0
309730,Backend engineer,디피니트,백엔드,스타트업/중소,"AWS, Docker, GCP, Git, GitHub, Go, Jira, LLM, Linux, MySQL, PostgreSQL, Python, Rust",2025-09,0
309724,시스템 엔지니어,디에스앤지,AI_ML,스타트업/중소,"Kubernetes, Linux, RAG",2025-09,2
309718,스트리밍 기반 글로벌 콘텐츠 서비스 프론트엔드,헬로라이브,백엔드,스타트업/중소,"CI/CD, Git, GitHub, GitHub Actions, Java, JavaScript, Jenkins, REST API, React, TypeScript",2025-09,1
309705,웹 프론트엔드 개발자,페이블랩,백엔드,스타트업/중소,"Angular, Git, GitHub, Java, JavaScript, React, TypeScript, Vue",2025-09,1
309688,Frontend 개발자,드림어스컴퍼니,프론트엔드,스타트업/중소,"AWS, CI/CD, Vue",2025-09,3
309659,웹 프론트엔드 개발자,이스트에이드(EST AID),백엔드,스타트업/중소,"AWS, Confluence, Docker, Git, GitHub, Java, JavaScript, Jenkins, Jira, NestJS, React, TypeScript",2025-09,1
309658,SRE,씨제이올리브영(CJ올리브영),DevOps,대기업,,2025-08,2
309656,프론트엔드개발,씨제이올리브영(CJ올리브영),프론트엔드,대기업,,2025-08,3
309655,백엔드개발,씨제이올리브영(CJ올리브영),백엔드,대기업,,2025-08,3
309640,서버 개발자(공동 및 사설 CA/RA),한국전자인증,백엔드,스타트업/중소,"Java, Linux, MariaDB, Oracle",2025-09,0
309638,CA/RA 개발자,한국전자인증,백엔드,스타트업/중소,"Java, Linux, MariaDB, Oracle",2025-09,0
309628,ASPICE Engineer,보스반도체,기타,스타트업/중소,Jira,2025-09,6
309625,Standard Cell and SRAM Design Engineer,보스반도체,PM_기획,스타트업/중소,"BERT, Python",2025-09,6
309624,SoC RTL DFT 디자인 엔지니어,보스반도체,프론트엔드,스타트업/중소,,2025-09,6
309623,SOC Top Design Engineer,보스반도체,프론트엔드,스타트업/중소,Python,2025-09,6
309621,SOC RTL Design Engineer,보스반도체,프론트엔드,스타트업/중소,Python,2025-09,6
309613,플랫폼 및 운영 엔지니어 (DevOps/SRE),위펀(스낵24),백엔드,스타트업/중소,"AWS, Ansible, CI/CD, GCP, Git, GitHub, GitHub Actions, Go, Java, Jenkins, Jira, Kafka, MariaDB, MySQL, Spring, Spring Boot, Terraform",2025-09,2
309611,백엔드 개발 엔지니어 (미들급/5년↑),위펀(스낵24),백엔드,스타트업/중소,"AWS, CI/CD, Docker, GCP, GraphQL, Java, Kafka, Kubernetes, Linux, MariaDB, MySQL, RabbitMQ, Scrum, Spring, Spring Boot",2025-09,0
309609,SOC RTL Design Engineer (신입),보스반도체,프론트엔드,스타트업/중소,Python,2025-09,6
309607,SW Quality Engineer,보스반도체,AI_ML,스타트업/중소,"CI/CD, Confluence, GPT, Git, GitLab, Jira, Linux",2025-09,3
309595,하이브리드 앱 엔지니어,오픈랩소디,백엔드,스타트업/중소,"AWS, CI/CD, Flutter, Git, React, TypeScript",2025-10,5
309592,Front-End React 개발자,비비바바(VIVIVAVA),백엔드,스타트업/중소,"React, React Native, TypeScript",2025-09,5
309591,백엔드 엔지니어 (7년 이상),오픈랩소디,백엔드,스타트업/중소,"AWS, Azure, DynamoDB, GCP, Go, GraphQL, MongoDB, NestJS, Redis, TypeScript",2025-10,0
309587,웹 프론트엔드 엔지니어,오픈랩소디,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, React, TypeScript",2025-10,1
309576,프론트엔드 개발자,씨앤에이아이,프론트엔드,스타트업/중소,"Docker, Git, Java, JavaScript, React, TypeScript",2025-09,1
309570,서버 백엔드 개발자 (Node.js),티피씨인터넷,백엔드,스타트업/중소,"AWS, Azure, CI/CD, Django, Docker, Express, Flask, Git, Go, Java, JavaScript, Spring, TypeScript",2025-09,0
309566,백엔드 개발자(주니어),카닥,백엔드,스타트업/중소,"AWS, GraphQL, MySQL, PostgreSQL, TypeScript",2025-09,0
309562,AI엔진 상용화 개발,미러로이드,AI_ML,스타트업/중소,LLM,2025-10,4
309557,[인턴] Software Engineer - Full Stack,링글잉글리시에듀케이션서비스,백엔드,스타트업/중소,"AWS, Django, Flask, Go, Java, Kubernetes, Python, React, Ruby, Spring",2025-09,1
309547,Computer Vision AI 백엔드 개발자,제이제이앤컴퍼니스,백엔드,스타트업/중소,"AWS, Computer Vision, Django, Docker, FastAPI, GCP, Git, Go, Kubernetes, MLOps, MongoDB, PostgreSQL, PyTorch, Python, Redis, TensorFlow, 딥러닝",2025-09,4
309533,백엔드 개발자 (3년 이상),에이엠랩스,백엔드,스타트업/중소,"AWS, Java, Kubernetes, Spring",2025-09,0
309531,금융/핀테크 백엔드 개발자 모집,스플릿인베스트,백엔드,스타트업/중소,"AWS, Docker, GCP, Go, Kafka, Kubernetes, MariaDB, MongoDB, MySQL, REST API, RabbitMQ, Redis",2025-09,0
309524,백엔드 개발자,빅웨이브로보틱스,백엔드,스타트업/중소,"AWS, Git, MSA, Spring",2025-09,0
309515,Frontend Engineer_블록체인 기반 신규 서비스 개발,두나무(업비트/증권플러스),백엔드,스타트업/중소,"Git, GitHub, GitLab, GraphQL, React, TypeScript",2025-09,1
309511,백엔드 개발자(시니어),카닥,백엔드,스타트업/중소,"AWS, Azure, CI/CD, GCP, GraphQL, MySQL, PostgreSQL, TypeScript",2025-09,0
309506,[챌린저스] 풀스택 개발자(글로벌),화이트큐브,백엔드,스타트업/중소,"AWS, PostgreSQL, React, TypeScript",2025-09,3
309504,[챌린저스] 프로덕트 엔지니어(글로벌),화이트큐브,백엔드,스타트업/중소,"AWS, Docker, FastAPI, PostgreSQL, Python, React, Redis, TypeScript",2025-09,3
309492,[병역특례] 웹 프론트엔드 개발자(산업기능요원/보충역/전직),페이타랩(패스오더),프론트엔드,스타트업/중소,"Angular, Docker, Git, Java, JavaScript, React, TypeScript",2025-09,3
309484,AI LLM 엔지니어 (백엔드 개발자) (5~7년),법틀,백엔드,스타트업/중소,"ChromaDB, Django, Elasticsearch, FastAPI, Go, LLM, Python, RAG",2025-11,4
309483,게임엔진(C++/C#) 클라이언트/서버 풀스택 개발자,아이케미스트,백엔드,스타트업/중소,"C#, Git, PyTorch, TensorFlow, 딥러닝",2025-09,0
309481,퇴직연금 도메인 개발자,카카오뱅크(kakaobank),백엔드,대기업,"Java, Spring",2025-09,3
309479,"Senior SW Engineer(Lead, 7년 이상)",파인더스에이아이,백엔드,스타트업/중소,"AWS, CI/CD, Express, GraphQL, PostgreSQL, React, TypeScript",2025-09,3
309475,"TypeScript, Electron, React 개발자",에이치디엑스윌,백엔드,스타트업/중소,"Git, GitHub, Java, JavaScript, React, TypeScript",2025-09,1
309461,풀스택 개발자 채용공고 (3~5년 이상),칼라빈카엔터테인먼트,백엔드,스타트업/중소,"React, Spring",2025-11,1
309457,Web Front-end 개발자,모토브,백엔드,스타트업/중소,"Angular, Git, Java, JavaScript, Jira, React, TypeScript, Vue",2025-11,1
309456,"AI Researcher (STT, 음성인식)",에이아이트릭스(AITRICS),AI_ML,스타트업/중소,"LLM, PyTorch, 딥러닝",2025-09,4
309444,백엔드 개발자,핀다(FINDA),백엔드,스타트업/중소,"CI/CD, Docker, Elasticsearch, Git, GitHub, Go, Java, Kafka, Kotlin, MongoDB, MySQL, Redis, Spring, Terraform",2025-09,3
309441,성능테스트 엔지니어 (Performance Testing Engineer),빗썸,DevOps,스타트업/중소,"AWS, Azure, CI/CD, GCP, Java, Python",2025-09,6
309440,Back End - 컴플라이언스 시스템 개발 (3년 이상),빗썸,백엔드,스타트업/중소,"AWS, Confluence, Git, Java, Jira, Kafka, Oracle, REST API, React, Redis, Spring, Spring Boot",2025-09,0
309427,프론트엔드 경력(5년이상),스페이드컴퍼니,백엔드,스타트업/중소,"React, TypeScript",2025-09,1
309424,클라우드 네트워크 보안 엔지니어,크래프톤(Krafton),DevOps,대기업,"AWS, Azure, GCP, Terraform",2025-09,8
309412,IT개발원 (7년이상),미래에셋생명,기타,스타트업/중소,"Java, JavaScript, Oracle",2025-08,0
309411,DevOps Engineer (5~10년),이노크라스코리아,DevOps,스타트업/중소,,2025-09,2
309410,생성형AI기술 (3년이상),미래에셋생명,백엔드,스타트업/중소,"AWS, Azure, LLM, RAG",2025-08,4
309404,"BE Engineer (Python, Django, DRF) (3년/전문연 가능)",소크라에이아이,백엔드,스타트업/중소,"AWS, CI/CD, Django, Docker, FastAPI, Git, GitHub, Go, MySQL, PostgreSQL, Python, Redis",2025-09,0
309385,[플레이어블] 프론트엔드 개발자 (재택근무),츄르스튜디오,백엔드,스타트업/중소,"Git, GitHub, GitHub Actions, Kubernetes, REST API, React, TypeScript",2025-09,1
309380,SaaS 플랫폼 개발자,래디센,백엔드,스타트업/중소,"AWS, Azure, CI/CD, Django, FastAPI, Flask, GCP, Git, Go, Jira, MySQL, PostgreSQL, Python, RAG, REST API, React, TypeScript",2025-09,0
309369,데이터 엔지니어,위메이드(WEMADE),백엔드,스타트업/중소,"Airflow, Azure, Python, 머신러닝",2025-11,7
309366,Python 백엔드 개발자(5년 이상),그레인뱅크,백엔드,스타트업/중소,"AWS, CI/CD, Flask, GCP, Go, MongoDB, MySQL, Python, Redis",2025-08,0
309356,AI Researcher (Multimodal),에이아이트릭스(AITRICS),AI_ML,스타트업/중소,"LLM, PyTorch, 딥러닝",2025-09,4
309327,풀스택 개발자 NestJS + React,오브라운,백엔드,스타트업/중소,"AWS, CI/CD, Git, GitHub, GitHub Actions, Go, MongoDB, NestJS, React, TypeScript",2025-09,0
309314,웹 개발자,힐링브리즈,PM_기획,스타트업/중소,"Go, Java, JavaScript",2025-08,1
309308,프론트엔드 개발 (Front-End),메디팔(MedipalInc.),백엔드,스타트업/중소,"AWS, Git, GitHub, GitHub Actions, React, TypeScript",2025-09,1
309297,광고 플랫폼 웹 프론트엔드 개발자,와이즈버즈(wisebirds),백엔드,스타트업/중소,"Git, Java, JavaScript, React, TypeScript, Vue",2025-09,1
309292,프론트엔드 엔지니어,스텔라앤,프론트엔드,스타트업/중소,"Git, React, TypeScript",2025-08,6
309291,풀스텍 개발자,바디스위치,백엔드,스타트업/중소,"AWS, Agile, Java, MySQL, React, Spring, Vue",2025-09,0
309287,Android SDK 개발자 (3년 이상),와이즈버즈(wisebirds),백엔드,스타트업/중소,"Git, Go, Java, Kotlin",2025-09,5
309282,IT 개발 팀장,더씨에스알,백엔드,스타트업/중소,"AWS, Azure, Git, LLM, Linux",2025-08,3
309281,[Next.js] 프론트엔드 개발자 (1-3년),엔지니어1,백엔드,스타트업/중소,"CI/CD, Flutter, Git, GitHub, GitHub Actions, LLM, React, TypeScript",2025-09,1
309277,정보보안 담당,뱅크웨어글로벌,보안,스타트업/중소,,2025-08,8
309262,솔루션운영 엔지니어,로민,AI_ML,스타트업/중소,"AWS, Docker, GCP, Java, Kubernetes, Linux, Nginx, PostgreSQL, Python",2025-09,3
309248,백엔드 개발자,소울엑스,백엔드,스타트업/중소,"AWS, CI/CD, ChromaDB, Django, Docker, FastAPI, Flask, GPT, Git, Go, Java, JavaScript, Kubernetes, LLM, MSA, MongoDB, MySQL, PostgreSQL, Python, RAG, Redis, TypeScript, Vector DB",2025-09,0
309242,[Tech] Server(그로스프로덕트),우아한형제들(배달의민족),백엔드,대기업,"CI/CD, Java, Kotlin, Linux, MySQL, Redis, Spring, Spring Boot",2025-09,0
309241,[Deepflow] 백엔드 개발자 (Backend Developer),임팩티브에이아이,백엔드,스타트업/중소,"AWS, Docker, Git, GitHub, GitHub Actions, Go, MongoDB, Pandas, Python, REST API, React",2025-09,0
309230,[정보보안부문 보안전략운영팀] 침해사고대응,지에스리테일(GS리테일),보안,대기업,Linux,2025-08,8
309227,DevOps,플레이스앤,DevOps,스타트업/중소,"AWS, CI/CD, Docker, Go, Jenkins, K8s, Kubernetes",2025-09,2
309226,백엔드개발자 (5년차 이상),렌트리,백엔드,스타트업/중소,"AWS, CI/CD, Confluence, Git, GitHub, Go, Jenkins, Jira, MongoDB, MySQL, React, React Native, Redis, Spring, Spring Boot",2025-09,3
309224,백엔드 개발자 채용,임팩티브에이아이,백엔드,스타트업/중소,"AWS, Docker, Git, GitHub, GitHub Actions, Go, MongoDB, Pandas, Python, REST API, React",2025-09,0
309219,AI 백엔드 엔지니어,인텔리어스,백엔드,스타트업/중소,"AWS, Azure, Django, Docker, FastAPI, Flask, Go, Java, Python",2025-09,4
309217,[야핏무브] 백엔드 개발자,야나두,백엔드,스타트업/중소,"AWS, Elasticsearch, Java, Kotlin, MSA, MySQL, React, Redis, Spring",2025-08,0
309209,Backend Engineer,바인드,백엔드,스타트업/중소,"AWS, Django, GPT, Go, MySQL, Python, Redis",2025-09,5
309193,백엔드 개발자,그린재킷,백엔드,스타트업/중소,"Git, Java, MySQL, PostgreSQL, Spring, Spring Boot",2025-09,0
309192,풀스택 개발자,에이엑스,백엔드,스타트업/중소,"AWS, CI/CD, Docker, FastAPI, Flutter, GPT, LLM, LangChain, MySQL, PostgreSQL, Python, React, TypeScript, Vector DB",2025-10,0
309188,"Senior Android Engineer, Technical Lead & Manager, Content",버킷플레이스(오늘의집),백엔드,스타트업/중소,"CI/CD, GPT, Kotlin, LLM",2025-09,3
309174,"Frontend Engineer, Content",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, CI/CD, GPT, LLM, React, TypeScript",2025-09,1
309157,가전 임베디드 소프트웨어 개발자,하이얼코리아알앤디(GE Appliances),모바일,스타트업/중소,"Agile, Flutter, Git, GitHub, Linux, Python",2025-10,6
309146,"Senior Backend Engineer, Ads (7년이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Docker, Elasticsearch, GCP, GPT, Java, Kafka, Kotlin, Kubernetes, LLM, LangChain, MSA, Python, Terraform",2025-09,0
309141,Data Engineer,카카오헬스케어,데이터,대기업,Python,2025-09,7
309140,[쿠팡플레이] Staff Data Analyst,쿠팡,백엔드,대기업,"AWS, Java, Kafka, Python, Redis, Scala, 머신러닝",2025-09,7
309137,"Senior Backend Engineer, Commerce (7년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"Docker, Elasticsearch, GPT, Java, Kafka, Kotlin, Kubernetes, LLM, LangChain, Python, Terraform",2025-09,3
309136,"Senior Backend Engineer, Core Platform (8년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Docker, GCP, Git, Java, Kotlin, Kubernetes, MSA, Python",2025-09,3
309134,"Senior Backend Engineer, Interior & Life (7년이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, GPT, Java, JavaScript, Kotlin, LLM, LangChain, MSA",2025-09,3
309131,"Backend Engineer, Interior & Life (4년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"GPT, Java, JavaScript, Kotlin, LLM, LangChain",2025-09,3
309130,Back-end Engineer(3년 이상),머스트잇,백엔드,스타트업/중소,"AWS, Confluence, Docker, Elasticsearch, Git, Go, Jira, Kafka, Kotlin, Kubernetes, MSA, MongoDB, MySQL, Redis, Spring, Spring Boot",2025-09,0
309128,"Backend Engineer, Commerce (4년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Docker, Elasticsearch, GCP, GPT, Java, Kafka, Kotlin, Kubernetes, LangChain, MSA, Python, Terraform",2025-09,3
309124,Full-Stack Software Developer,셀틱스테크놀로지,프론트엔드,스타트업/중소,"Agile, C#, Java, JavaScript, React, TypeScript",2025-09,6
309119,"고급, 중급 RAG 개발자",몽키소프트,백엔드,스타트업/중소,"AWS, Docker, Embedding, FAISS, Fine-tuning, GCP, Git, GitHub, GitLab, Java, Kubernetes, LLM, LangChain, MLOps, NLP, Python, RAG, Vector DB, gRPC",2025-09,0
309115,백앤드 개발자 · 신입,싱크라이프,백엔드,스타트업/중소,"AWS, CI/CD, Elasticsearch, Git, Java, REST API, Redis, Spring, Spring Boot",2025-08,1
309107,"반응형 웹앱 프론트엔드, 백엔드 개발자",퓨잇,백엔드,스타트업/중소,"AWS, Angular, Azure, CI/CD, Django, Docker, GCP, Git, Go, GraphQL, Java, JavaScript, Kubernetes, MongoDB, MySQL, Nuxt, PostgreSQL, REST API, React, Spring, Spring Boot, TypeScript, Vue",2025-09,1
309102,백엔드 개발자 (Java/팀원),이파피루스,백엔드,스타트업/중소,"AWS, CI/CD, Git, Java, Jenkins, Spring, Spring Boot",2025-09,0
309096,Full-Stack Software Engineer (3년 이상),베슬에이아이(VESSL AI),프론트엔드,스타트업/중소,"AWS, Azure, Docker, GCP, Kubernetes, LLM, Python, RAG, React",2025-10,4
309094,Frontend Software Engineer (3년 이상),베슬에이아이(VESSL AI),백엔드,스타트업/중소,"React, TypeScript, 머신러닝",2025-09,1
309093,"Backend Engineer, Ads (4년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, Docker, Elasticsearch, GCP, GPT, Java, Kafka, Kotlin, Kubernetes, LLM, LangChain, MSA, Python, Terraform",2025-09,0
309092,Backend Software Engineer (3년 이상),베슬에이아이(VESSL AI),백엔드,스타트업/중소,"AWS, Azure, Docker, GCP, Go, Golang, Kubernetes, MLOps, PyTorch, Python, 딥러닝, 머신러닝",2025-10,0
309090,Backend Software Engineer (5년 이상),베슬에이아이(VESSL AI),백엔드,스타트업/중소,"AWS, Azure, Docker, GCP, Go, Golang, Kubernetes, MLOps, PyTorch, Python, 딥러닝, 머신러닝",2025-10,0
309088,"Senior iOS Engineer, Client Foundation (8년 이상)",버킷플레이스(오늘의집),프론트엔드,스타트업/중소,"CI/CD, GPT, Git, LLM, React, Swift",2025-09,5
309087,"Senior Frontend Engineer, Tech Lead & Manager, Commerce (13년 이상)",버킷플레이스(오늘의집),백엔드,스타트업/중소,"AWS, GPT, LLM, React, TypeScript",2025-09,3
